movieId,title,genres
2528,Harry and the Hendersons (1987),Children|Comedy
2529,Let's Get Harry (1986),Action|Adventure
2530,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
2531,Who's That Girl? (1987),Comedy
2532,She-Devil (1989),Comedy
2533,Date with an Angel (1987),Comedy|Fantasy|Romance
2534,Blind Date (1987),Comedy|Romance
2535,Nadine (1987),Comedy
2536,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2537,"Great Muppet Caper, The (1981)",Children|Comedy
2538,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
2539,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
2540,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
2541,Turtle Diary (1985),Comedy|Drama|Romance
2542,Raise the Titanic (1980),Drama|Thriller
2543,Titanic (1953),Action|Drama
2544,"Night to Remember, A (1958)",Action|Drama
2545,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
2546,Erin Brockovich (2000),Drama
2547,Final Destination (2000),Drama|Thriller
2548,Soft Fruit (1999),Comedy|Drama
2549,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
2550,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
2551,"Mirror, The (Zerkalo) (1975)",Drama
2552,"Crimson Pirate, The (1952)",Adventure|Comedy
2553,Thelma & Louise (1991),Adventure|Crime|Drama
2554,...And Justice for All (1979),Drama|Thriller
2555,Animal House (1978),Comedy
2556,She's Gotta Have It (1986),Comedy|Romance
2557,School Daze (1988),Drama
2558,Do the Right Thing (1989),Drama
2559,Mo' Better Blues (1990),Drama|Musical
2560,Jungle Fever (1991),Drama|Romance
2561,"Champ, The (1979)",Drama
2562,Creature Comforts (1989),Animation|Comedy
2563,Death Wish (1974),Action|Crime|Drama
2564,Death Wish 2 (1982),Action|Drama
2565,Death Wish 3 (1985),Action|Drama
2566,Death Wish 4: The Crackdown (1987),Action|Drama
2567,Death Wish 5: The Face of Death (1994),Action|Drama
2568,Double Indemnity (1944),Crime|Drama|Film-Noir
2569,Dying Young (1991),Drama|Romance
2570,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
2571,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
2572,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
2573,Red Dawn (1984),Action|Drama|War
2574,Band of the Hand (1986),Action|Crime|Drama
2575,Bloodsport (1988),Action
2576,Eyes of Laura Mars (1978),Mystery|Thriller
2577,Funny Bones (1995),Comedy|Drama
2578,"Good Earth, The (1937)",Drama
2579,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2580,"Good Mother, The (1988)",Drama
2581,Grumpy Old Men (1993),Comedy
2582,Guess Who's Coming to Dinner (1967),Drama
2583,Romeo Must Die (2000),Action|Crime|Romance|Thriller
2584,Here on Earth (2000),Drama|Romance
2585,Whatever It Takes (2000),Comedy|Romance
2586,Buddy Boy (1999),Drama|Thriller
2587,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
2588,Gothic (1986),Drama|Horror
2589,Lord of the Flies (1963),Adventure|Drama|Thriller
2590,Modern Times (1936),Comedy|Drama|Romance
2591,Heart and Souls (1993),Comedy|Fantasy
2592,Hud (1963),Drama|Western
2593,"Hustler, The (1961)",Drama
2594,Inherit the Wind (1960),Drama
2595,Dersu Uzala (1975),Adventure|Drama
2596,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2597,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
2598,Retroactive (1997),Sci-Fi|Thriller
2599,"Place in the Sun, A (1951)",Drama|Romance
2600,Jacob's Ladder (1990),Horror|Mystery
2601,Empire Records (1995),Comedy|Drama
2602,"Bamba, La (1987)",Drama
2603,Ladyhawke (1985),Adventure|Fantasy|Romance
2604,Lucas (1986),Drama|Romance
2605,High Fidelity (2000),Comedy|Drama|Romance
2606,"Road to El Dorado, The (2000)",Animation|Children
2607,"Skulls, The (2000)",Thriller
2608,Hook (1991),Adventure|Comedy|Fantasy
2609,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance
2610,True Grit (1969),Adventure|Drama|Western
2611,Madame Sousatzka (1988),Drama
2612,Max Dugan Returns (1983),Comedy
2613,Midnight Express (1978),Drama
2614,Misery (1990),Drama|Horror|Thriller
2615,Mr. Saturday Night (1992),Comedy|Drama
2616,Murphy's Romance (1985),Comedy|Romance
2617,My Life (1993),Drama
2618,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
2619,Network (1976),Comedy|Drama
2620,No Way Out (1987),Drama|Mystery|Thriller
2621,North Dallas Forty (1979),Comedy|Drama
2622,"Odd Couple, The (1968)",Comedy
2623,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
2624,Frequency (2000),Drama|Thriller
2625,Ready to Rumble (2000),Comedy
2626,Return to Me (2000),Drama|Romance
2627,Rules of Engagement (2000),Drama|Thriller
2628,Joe Gould's Secret (2000),Drama
2629,Me Myself I (2000),Comedy|Romance
2630,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
2631,Force 10 from Navarone (1978),Action|Drama|War
2632,Mystery Train (1989),Comedy|Drama
2633,Arthur (1981),Comedy|Romance
2634,Bachelor Party (1984),Comedy
2635,Parenthood (1989),Comedy|Drama
2636,Predator (1987),Action|Sci-Fi|Thriller
2637,"Prince of Tides, The (1991)",Drama|Romance
2638,"Postman Always Rings Twice, The (1981)",Crime|Thriller
2639,All the Vermeers in New York (1990),Comedy|Drama|Romance
2640,28 Days (2000),Drama
2641,American Psycho (2000),Crime|Horror|Mystery|Thriller
2642,Keeping the Faith (2000),Comedy|Drama|Romance
2643,Where the Money Is (2000),Comedy|Drama
2644,East is East (1999),Comedy
2645,"Filth and the Fury, The (2000)",Documentary
2646,Diner (1982),Comedy|Drama
2647,Shakes the Clown (1992),Comedy
2648,Cabaret (1972),Drama|Musical
2649,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
2650,Auntie Mame (1958),Comedy|Drama
2651,Guys and Dolls (1955),Comedy|Musical|Romance
2652,The Hunger (1983),Horror
2653,Marathon Man (1976),Crime|Drama|Thriller
2654,Caddyshack (1980),Comedy
2655,Gossip (2000),Drama|Thriller
2656,Love and Basketball (2000),Drama|Romance
2657,U-571 (2000),Action|Thriller|War
2658,"Virgin Suicides, The (1999)",Drama|Romance
2659,Jennifer 8 (1992),Mystery|Thriller
2660,Limelight (1952),Comedy|Drama|Romance
2661,"Crow: Salvation, The (2000)",Action|Horror
2662,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
2663,Where the Heart Is (2000),Comedy|Drama
2664,"Big Kahuna, The (2000)",Comedy|Drama
2665,Bossa Nova (2000),Comedy|Drama|Romance
2666,Smiling Fish and Goat on Fire (1999),Comedy|Romance
2667,"Idiots, The (Idioterne) (1998)",Comedy|Drama
2668,Time Code (2000),Comedy|Drama
2669,Carnosaur (1993),Horror|Sci-Fi
2670,Carnosaur 2 (1995),Horror|Sci-Fi
2671,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
2672,"Hidden, The (1987)",Action|Horror|Sci-Fi
2673,Two Moon Junction (1988),Drama|Romance
2674,Gladiator (2000),Action|Adventure|Drama
2675,Up at the Villa (2000),Drama
2676,Human Traffic (1999),Comedy
2677,Breathless (1983),Action|Drama|Romance|Thriller
2678,The Idolmaker (1980),Drama|Romance
2679,Inferno (1980),Horror
2680,"Lords of Flatbush, The (1974)",Comedy|Drama
2681,Mr. Mom (1983),Comedy|Drama
2682,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi
2683,Battlefield Earth (2000),Action|Sci-Fi
2684,Center Stage (2000),Drama|Musical
2685,Screwed (2000),Comedy
2686,Whipped (2000),Comedy
2687,Hamlet (2000),Crime|Drama|Romance|Thriller
2688,Anchors Aweigh (1945),Comedy|Musical
2689,Gypsy (1962),Musical
2690,On the Town (1949),Comedy|Musical|Romance
2691,Pee-wee's Big Adventure (1985),Adventure|Comedy
2692,Regret to Inform (1998),Documentary
2693,Honeymoon in Vegas (1992),Comedy|Romance
2694,Dinosaur (2000),Adventure|Animation|Children
2695,Loser (2000),Comedy|Romance
2696,Road Trip (2000),Comedy
2697,Small Time Crooks (2000),Comedy|Crime
2698,"Hollywood Knights, The (1980)",Comedy
2699,"Twelve Chairs, The (1970)",Comedy
2700,Mission: Impossible II (2000),Action|Adventure|Thriller
2701,Shanghai Noon (2000),Action|Adventure|Comedy|Western
2702,Better Living Through Circuitry (1999),Documentary
2703,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
2704,Carnival of Souls (1962),Horror|Thriller
2705,Flying Tigers (1942),Action|Drama|Romance|War
2706,"Gold Rush, The (1925)",Adventure|Comedy|Romance
2707,Monsieur Verdoux (1947),Comedy|Crime
2708,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
2709,Seven Days in May (1964),Thriller
2710,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
2711,Vagabond (Sans toit ni loi) (1985),Drama
2712,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
2713,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
2714,"King in New York, A (1957)",Comedy|Drama
2715,"Woman of Paris, A (1923)",Drama
2716,"Fighting Seabees, The (1944)",Action|Drama|War
2717,Big Momma's House (2000),Comedy
2718,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi
2719,American Gigolo (1980),Drama
2720,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror
2721,"Endless Summer, The (1966)",Documentary
2722,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
2723,Blow-Out (La grande bouffe) (1973),Drama
2724,Quatermass and the Pit (1967),Horror|Sci-Fi
2725,Puppet Master (1989),Horror|Sci-Fi|Thriller
2726,Puppet Master II (1991),Horror|Sci-Fi|Thriller
2727,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
2728,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
2729,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
2730,Rent-A-Cop (1988),Action|Comedy|Crime
2731,Romeo and Juliet (1968),Drama|Romance
2732,Stay Tuned (1992),Comedy
2733,Blazing Saddles (1974),Comedy|Western
2734,Benji (1974),Adventure|Children
2735,Benji the Hunted (1987),Adventure|Children
2736,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
2737,White Christmas (1954),Comedy|Musical|Romance
2738,Eraserhead (1977),Drama|Horror
2739,Baraka (1992),Documentary
2740,"Man with the Golden Arm, The (1955)",Drama
2741,"Decline of Western Civilization, The (1981)",Documentary|Musical
2742,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
2743,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2744,Magnum Force (1973),Action|Crime|Drama|Thriller
2745,Blood Simple (1984),Crime|Drama|Film-Noir
2746,"Fabulous Baker Boys, The (1989)",Drama|Romance
2747,Prizzi's Honor (1985),Comedy|Drama|Romance
2748,Flatliners (1990),Horror|Sci-Fi|Thriller
2749,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi
2750,Porky's (1982),Comedy
2751,Porky's II: The Next Day (1983),Comedy
2752,Porky's Revenge (1985),Comedy
2753,Private School (1983),Comedy
2754,Class of Nuke 'Em High (1986),Comedy|Horror
2755,"Toxic Avenger, The (1985)",Comedy|Horror
2756,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
2757,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
2758,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
2759,Predator 2 (1990),Action|Sci-Fi|Thriller
2760,"Running Man, The (1987)",Action|Sci-Fi
2761,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2762,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2763,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
2764,Mad Max (1979),Action|Adventure|Sci-Fi
2765,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
2766,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
2767,Bird on a Wire (1990),Action|Comedy|Romance
2768,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
2769,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
2770,Firestarter (1984),Horror|Thriller
2771,Sleepwalkers (1992),Horror
2772,Action Jackson (1988),Action|Comedy|Crime|Thriller
2773,Sarafina! (1992),Drama
2774,Soapdish (1991),Comedy
2775,"Long Walk Home, The (1990)",Drama
2776,Clara's Heart (1988),Drama
2777,Burglar (1987),Comedy|Crime
2778,Fatal Beauty (1987),Action|Comedy|Crime|Drama
2779,Gone in 60 Seconds (2000),Action|Crime
2780,Love's Labour's Lost (2000),Comedy|Romance
2781,Sunshine (1999),Drama
2782,Hamlet (1990),Drama
2783,Coming Home (1978),Drama|War
2784,American Pop (1981),Animation|Musical
2785,Assault on Precinct 13 (1976),Action|Thriller
2786,Near Dark (1987),Horror|Western
2787,One False Move (1992),Crime|Drama|Film-Noir|Thriller
2788,Shaft (1971),Action|Crime|Drama|Thriller
2789,"Conversation, The (1974)",Drama|Mystery
2790,Cutter's Way (1981),Drama|Thriller
2791,"Fury, The (1978)",Horror
2792,"Paper Chase, The (1973)",Drama
2793,Serpico (1973),Crime|Drama
2794,"Ace in the Hole (Big Carnival, The) (1951)",Drama
2795,Lonely Are the Brave (1962),Drama|Western
2796,"Sugarland Express, The (1974)",Drama
2797,Trouble in Paradise (1932),Comedy|Romance
2798,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
2799,Badlands (1973),Crime|Drama|Thriller
2800,Battleship Potemkin (1925),Drama|War
2801,Boys and Girls (2000),Comedy|Romance
2802,Shaft (2000),Action|Crime|Thriller
2803,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
2804,Butterfly (La lengua de las mariposas) (1999),Drama
2805,Jesus' Son (1999),Drama
2806,Chicken Run (2000),Animation|Children|Comedy
2807,"Me, Myself & Irene (2000)",Adventure|Comedy
2808,"Patriot, The (2000)",Action|Drama|War
2809,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
2810,"Perfect Storm, The (2000)",Drama|Thriller
2811,"Golden Bowl, The (2000)",Drama
2812,Communion (1989),Drama|Sci-Fi|Thriller
2813,"Kentucky Fried Movie, The (1977)",Comedy
2814,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller
2815,F/X (1986),Action|Crime|Thriller
2816,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
2817,"Hot Spot, The (1990)",Crime|Drama|Romance
2818,Missing in Action (1984),Action|War
2819,Missing in Action 2: The Beginning (1985),Action|War
2820,Braddock: Missing in Action III (1988),Action|War
2821,Thunderbolt and Lightfoot (1974),Action
2822,Dreamscape (1984),Horror|Sci-Fi|Thriller
2823,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
2824,House Party (1990),Comedy
2825,House Party 2 (1991),Comedy|Drama|Romance
2826,Croupier (1998),Crime|Drama
2827,"Kid, The (2000)",Comedy|Fantasy
2828,Scary Movie (2000),Comedy|Horror
2829,But I'm a Cheerleader (1999),Comedy
2830,Shower (Xizao) (1999),Comedy
2831,Blow-Up (Blowup) (1966),Drama|Mystery
2832,"Pawnbroker, The (1964)",Drama
2833,Groove (2000),Drama
2834,Footloose (1984),Drama
2835,Duel in the Sun (1946),Drama|Romance|Western
2836,X-Men (2000),Action|Adventure|Sci-Fi
2837,Chuck & Buck (2000),Comedy|Drama
2838,"Five Senses, The (1999)",Drama
2839,"In Crowd, The (2000)",Thriller
2840,What Lies Beneath (2000),Drama|Horror|Mystery
2841,Pokémon the Movie 2000 (2000),Animation|Children
2842,Anatomy of a Murder (1959),Drama|Mystery
2843,Freejack (1992),Action|Sci-Fi
2844,Mackenna's Gold (1969),Western
2845,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
2846,"Two Women (Ciociara, La) (1960)",Drama|War
2847,What About Bob? (1991),Comedy
2848,White Sands (1992),Drama|Thriller
2849,Breaker Morant (1980),Drama|War
2850,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
2851,Interiors (1978),Drama
2852,Love and Death (1975),Comedy
2853,"Official Story, The (La historia oficial) (1985)",Drama
2854,Tampopo (1985),Comedy
2855,Nutty Professor II: The Klumps (2000),Comedy
2856,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
2857,Wonderland (1999),Drama
2858,Autumn in New York (2000),Drama|Romance
2859,Coyote Ugly (2000),Comedy|Drama|Romance
2860,Hollow Man (2000),Horror|Sci-Fi|Thriller
2861,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
2862,Psycho Beach Party (2000),Comedy|Horror|Thriller
2863,Saving Grace (2000),Comedy
2864,"Black Sabbath (Tre volti della paura, I) (1963)",Horror
2865,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
2866,Bronco Billy (1980),Adventure|Drama|Romance
2867,"Crush, The (1993)",Thriller
2868,Kelly's Heroes (1970),Action|Comedy|War
2869,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
2870,Phantasm III: Lord of the Dead (1994),Horror
2871,Phantasm IV: Oblivion (1998),Horror
2872,Pumpkinhead (1988),Horror
2873,Air America (1990),Action|Comedy
2874,Sleepaway Camp (1983),Horror
2875,Steel Magnolias (1989),Drama
2876,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
2877,Easy Money (1983),Comedy
2878,"Ilsa, She Wolf of the SS (1974)",Horror
2879,The Spiral Staircase (1945),Horror|Mystery|Thriller
2880,I'm the One That I Want (2000),Comedy
2881,"Tao of Steve, The (2000)",Comedy
2882,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
2883,Bless the Child (2000),Thriller
2884,Cecil B. DeMented (2000),Comedy
2885,"Eyes of Tammy Faye, The (2000)",Documentary
2886,"Replacements, The (2000)",Comedy
2887,About Adam (2000),Comedy
2888,"Cell, The (2000)",Drama|Horror|Thriller
2889,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
2890,"Original Kings of Comedy, The (2000)",Comedy|Documentary
2891,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
2892,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
2893,Our Town (1940),Drama
2894,Shane (1953),Drama|Western
2895,"Suddenly, Last Summer (1959)",Drama
2896,Cat Ballou (1965),Comedy|Western
2897,Supergirl (1984),Action|Adventure|Fantasy
2898,"Art of War, The (2000)",Action|Thriller
2899,Bring It On (2000),Comedy
2900,"Crew, The (2000)",Comedy
2901,Skipped Parts (2000),Drama|Romance
2902,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
2903,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
2904,Solas (1999),Drama
2905,"Watcher, The (2000)",Crime|Thriller
2906,"Way of the Gun, The (2000)",Crime|Thriller
2907,Almost Famous (2000),Drama
2908,Bait (2000),Action|Comedy
2909,Circus (2000),Crime|Drama|Thriller
2910,Crime and Punishment in Suburbia (2000),Comedy|Drama
2911,Duets (2000),Comedy|Drama
2912,Under Suspicion (2000),Crime|Thriller
2913,Urban Legends: Final Cut (2000),Horror
2914,Woman on Top (2000),Comedy|Romance
2915,Dancer in the Dark (2000),Drama|Musical
2916,Best in Show (2000),Comedy
2917,Beautiful (2000),Comedy|Drama
2918,"Broken Hearts Club, The (2000)",Drama
2919,Girlfight (2000),Drama
2920,Remember the Titans (2000),Drama
2921,Hellraiser (1987),Horror
2922,Hellbound: Hellraiser II (1988),Horror
2923,Hellraiser III: Hell on Earth (1992),Horror
2924,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
2925,Bikini Beach (1964),Comedy
2926,Stranger Than Paradise (1984),Comedy|Drama
2927,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
2928,Fantastic Voyage (1966),Adventure|Sci-Fi
2929,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
2930,"Bank Dick, The (1940)",Comedy
2931,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
2932,"Invisible Man, The (1933)",Horror|Sci-Fi
2933,"Killer Shrews, The (1959)",Horror|Sci-Fi
2934,Runaway (1984),Sci-Fi|Thriller
2935,"Slumber Party Massacre, The (1982)",Horror
2936,Slumber Party Massacre II (1987),Horror
2937,Slumber Party Massacre III (1990),Horror
2938,Sorority House Massacre (1986),Horror
2939,Sorority House Massacre II (1990),Horror
2940,Bamboozled (2000),Comedy
2941,Digimon: The Movie (2000),Adventure|Animation|Children
2942,Get Carter (2000),Action|Drama|Thriller
2943,Get Carter (1971),Action|Crime|Drama|Thriller
2944,Meet the Parents (2000),Comedy
2945,Requiem for a Dream (2000),Drama
2946,Tigerland (2000),Drama
2947,Two Family House (2000),Drama
2948,"Contender, The (2000)",Drama|Thriller
2949,Dr. T and the Women (2000),Comedy|Romance
2950,"Ladies Man, The (2000)",Comedy
2951,Billy Jack (1971),Action|Drama
2952,Billy Jack Goes to Washington (1977),Drama
2953,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
2954,Ghoulies II (1987),Comedy|Horror
2955,"Unsinkable Molly Brown, The (1964)",Musical
2956,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
2957,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
2958,Detour (1945),Crime|Film-Noir
2959,Billy Elliot (2000),Drama
2960,Bedazzled (2000),Comedy
2961,Pay It Forward (2000),Drama
2962,"Private Eyes, The (1981)",Comedy|Mystery
2963,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
2964,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
2965,"Little Vampire, The (2000)",Adventure|Children
2966,Charlie's Angels (2000),Action|Comedy
2967,"Legend of Bagger Vance, The (2000)",Drama|Romance
2968,Little Nicky (2000),Comedy
2969,Men of Honor (2000),Drama
2970,Red Planet (2000),Action|Sci-Fi|Thriller
2971,You Can Count on Me (2000),Drama|Romance
2972,Diamonds Are Forever (1971),Action|Adventure|Thriller
2973,"Eagle Has Landed, The (1976)",Drama|War
2974,"6th Day, The (2000)",Action|Sci-Fi|Thriller
2975,Bounce (2000),Drama|Romance
2976,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
2977,One Day in September (1999),Documentary
2978,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
2979,102 Dalmatians (2000),Children|Comedy
2980,Malèna (2000),Drama|Romance|War
2981,Quills (2000),Drama|Romance
2982,Unbreakable (2000),Drama|Sci-Fi
2983,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
2984,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
2985,Proof of Life (2000),Drama
2986,Vertical Limit (2000),Action|Adventure
2987,"Bounty, The (1984)",Adventure|Drama
2988,"Planes, Trains & Automobiles (1987)",Comedy
2989,She's Having a Baby (1988),Comedy
2990,"Living Daylights, The (1987)",Action|Adventure|Thriller
2991,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
2992,Wall Street (1987),Drama
2993,Born on the Fourth of July (1989),Drama|War
2994,Talk Radio (1988),Drama
2995,Brewster's Millions (1985),Comedy
2996,Snatch (2000),Comedy|Crime|Thriller
2997,Punchline (1988),Comedy|Drama
2998,Chocolat (2000),Drama|Romance
2999,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
3000,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3001,Pollock (2000),Drama
3002,What Women Want (2000),Comedy|Romance
3003,Finding Forrester (2000),Drama
3004,"Gift, The (2000)",Thriller
3005,Before Night Falls (2000),Drama
3006,Cast Away (2000),Drama
3007,"Family Man, The (2000)",Comedy|Drama|Romance
3008,"House of Mirth, The (2000)",Romance
3009,Miss Congeniality (2000),Comedy|Crime
3010,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3011,State and Main (2000),Comedy|Drama
3012,Dracula 2000 (2000),Horror
3013,All the Pretty Horses (2000),Drama|Romance|Western
3014,"Everlasting Piece, An (2000)",Comedy
3015,Thirteen Days (2000),Drama|Thriller|War
3016,Traffic (2000),Crime|Drama|Thriller
3017,"Claim, The (2000)",Romance|Western
3018,Shadow of the Vampire (2000),Drama|Horror
3019,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
3020,Annie (1982),Children|Musical
3021,Don't Tell Mom the Babysitter's Dead (1991),Comedy
3022,"Officer and a Gentleman, An (1982)",Drama|Romance
3023,"Alamo, The (1960)",Action|Drama|War|Western
3024,At Close Range (1986),Crime|Drama
3025,Friendly Persuasion (1956),Drama
3026,Gettysburg (1993),Drama|War
3027,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
3028,Antitrust (2001),Crime|Drama|Thriller
3029,Double Take (2001),Action|Comedy
3030,Save the Last Dance (2001),Drama|Romance
3031,Panic (2000),Drama
3032,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
3033,The Man in the Moon (1991),Drama|Romance
3034,Mystic Pizza (1988),Comedy|Drama|Romance
3035,Prelude to a Kiss (1992),Comedy|Drama|Romance
3036,Coffy (1973),Action|Crime|Thriller
3037,Foxy Brown (1974),Action|Crime|Drama
3038,I'm Gonna Git You Sucka (1988),Action|Comedy
3039,Untamed Heart (1993),Drama|Romance
3040,Sugar & Spice (2001),Comedy
3041,"Wedding Planner, The (2001)",Comedy|Romance
3042,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
3043,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
3044,Amazing Grace and Chuck (1987),Drama
3045,Amazon Women on the Moon (1987),Comedy|Sci-Fi
3046,Baby Boom (1987),Comedy
3047,Back to the Beach (1987),Comedy
3048,Barfly (1987),Comedy|Drama|Romance
3049,Best Seller (1987),Thriller
3050,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
3051,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
3052,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
3053,Born in East L.A. (1987),Comedy
3054,"Brave Little Toaster, The (1987)",Animation|Children
3055,Can't Buy Me Love (1987),Comedy|Romance
3056,Cherry 2000 (1987),Romance|Sci-Fi
3057,Cop (1988),Thriller
3058,Eddie Murphy Raw (1987),Comedy|Documentary
3059,Empire of the Sun (1987),Action|Adventure|Drama|War
3060,Ernest Goes to Camp (1987),Comedy
3061,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
3062,Flowers in the Attic (1987),Drama|Thriller
3063,"Fourth Protocol, The (1987)",Thriller
3064,Gardens of Stone (1987),Drama|War
3065,"Glass Menagerie, The (1987)",Drama
3066,Hiding Out (1987),Comedy
3067,Hollywood Shuffle (1987),Comedy
3068,Hope and Glory (1987),Drama
3069,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
3070,Ishtar (1987),Comedy
3071,Jaws: The Revenge (1987),Horror|Thriller
3072,Leonard Part 6 (1987),Comedy|Sci-Fi
3073,Less Than Zero (1987),Drama
3074,"Like Father, Like Son (1987)",Comedy
